candidate,kind,pool,rule,bps,avg_exposure,avg_active_names,avg_turnover,FULL5Y_months,FULL5Y_geo_monthly,FULL5Y_cumulative,FULL5Y_positive_month_pct,FULL5Y_worst_month,FULL5Y_best_month,FULL5Y_max_drawdown_pct,TRAIN_months,TRAIN_geo_monthly,TRAIN_cumulative,TRAIN_positive_month_pct,TRAIN_worst_month,TRAIN_best_month,TRAIN_max_drawdown_pct,DEV_months,DEV_geo_monthly,DEV_cumulative,DEV_positive_month_pct,DEV_worst_month,DEV_best_month,DEV_max_drawdown_pct,OOS_months,OOS_geo_monthly,OOS_cumulative,OOS_positive_month_pct,OOS_worst_month,OOS_best_month,OOS_max_drawdown_pct,HOLDOUT_months,HOLDOUT_geo_monthly,HOLDOUT_cumulative,HOLDOUT_positive_month_pct,HOLDOUT_worst_month,HOLDOUT_best_month,HOLDOUT_max_drawdown_pct
TV_REVERSAL,TV,20,TV_OSC_D>0.1 & TV_MA_D<0.1,60.0,0.15583333333333332,3.1166666666666667,0.15250000000000002,59,-0.0015159576964840888,-0.08562030032633317,0.3389830508474576,-0.0570338639933232,0.07841065871634822,-0.1423790692960336,11,0.0007367501158910427,0.008134171397363277,0.45454545454545453,-0.02344328208055275,0.023499201875400492,-0.040921992521223305,12,0.006140187695522856,0.07622221793398132,0.5833333333333334,-0.02225893144857025,0.03520512019571398,-0.024897210916215995,12,-0.004087475470312764,-0.04796190038111481,0.3333333333333333,-0.0570338639933232,0.07841065871634822,-0.11884253551151669,12,-0.0028003718325061927,-0.0330916856102359,0.25,-0.02151212271728895,0.07335714554182278,-0.10961344889975422
TV_REVERSAL_STRONG,TV,20,TV_OSC_D>0.5 & TV_MA_D<0,20.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
TV_REVERSAL_STRONG,TV,20,TV_OSC_D>0.5 & TV_MA_D<0,40.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
TV_REVERSAL_STRONG,TV,20,TV_OSC_D>0.5 & TV_MA_D<0,60.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0
TV_MTF_ALL,TV,20,TV_ALL_D>0.1 & TV_ALL_W>0.1 & TV_ALL_M>0.1,20.0,0.0008333333333333334,0.016666666666666666,0.0008333333333333334,59,-8.798460601041216e-05,-0.005177868520994111,0.0,-0.005128124927240424,0.0,-0.005177868520994111,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,-0.0004325164491225017,-0.005177868520994111,0.0,-0.005128124927240424,0.0,-0.005177868520994111
TV_MTF_ALL,TV,20,TV_ALL_D>0.1 & TV_ALL_W>0.1 & TV_ALL_M>0.1,40.0,0.0008333333333333334,0.016666666666666666,0.0008333333333333334,59,-8.968382354259819e-05,-0.005277607114747673,0.0,-0.005178124927240424,0.0,-0.005277607114747673,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,-0.00044086802888911606,-0.005277607114747673,0.0,-0.005178124927240424,0.0,-0.005277607114747673
TV_MTF_ALL,TV,20,TV_ALL_D>0.1 & TV_ALL_W>0.1 & TV_ALL_M>0.1,60.0,0.0008333333333333334,0.016666666666666666,0.0008333333333333334,59,-9.13831233758993e-05,-0.005377340708501377,0.0,-0.005228124927240424,0.0,-0.005377340708501377,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,12,-0.00044921995757126143,-0.005377340708501377,0.0,-0.005228124927240424,0.0,-0.005377340708501377
TV_MTF_OSC,TV,20,TV_OSC_D>0.1 & TV_OSC_W>0.1 & TV_OSC_M>0.1,20.0,0.0025000000000000005,0.05,0.0025000000000000005,59,-0.00029192641135061614,-0.01707865056080149,0.01694915254237288,-0.0182538840007935,0.018371050980480724,-0.03481020155389469,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0015181797594463944,0.01837105098048064,0.08333333333333333,0.0,0.018371050980480724,0.0,12,-0.0015423546993430619,-0.01835205615802815,0.0,-0.0182538840007935,0.0,-0.01830297130659353,12,-0.001408005364151239,-0.01676583290283551,0.0,-0.01671666873627233,0.0,-0.01676583290283551
TV_MTF_OSC,TV,20,TV_OSC_D>0.1 & TV_OSC_W>0.1 & TV_OSC_M>0.1,40.0,0.0025000000000000005,0.05,0.0025000000000000005,59,-0.0002970247870426931,-0.017374359999067224,0.01694915254237288,-0.018303884000793497,0.018321050980480726,-0.03505319952403907,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0015140819541125548,0.018321050980480758,0.08333333333333333,0.0,0.018321050980480726,0.0,12,-0.0015549134254497124,-0.01850021340703223,0.0,-0.018303884000793497,0.0,-0.018402053612393443,12,-0.0014163980857179708,-0.01686499206939862,0.0,-0.016766668736272326,0.0,-0.01686499206939862
TV_MTF_OSC,TV,20,TV_OSC_D>0.1 & TV_OSC_W>0.1 & TV_OSC_M>0.1,60.0,0.0025000000000000005,0.05,0.0025000000000000005,59,-0.0003021233924604801,-0.01766999529963964,0.01694915254237288,-0.018353884000793498,0.018271050980480725,-0.03529614855053875,11,0.0,0.0,0.0,0.0,0.0,0.0,12,0.001509983964337566,0.018271050980480652,0.08333333333333333,0.0,0.018271050980480725,0.0,12,-0.001567472625523621,-0.01864835574855561,0.0,-0.018353884000793498,0.0,-0.018501130918193387,12,-0.0014247911600178435,-0.016964146235961874,0.0,-0.016816668736272328,0.0,-0.016964146235961874
