month_end,history_start,history_end,formula_id,selected_geo,selected_positive,gross_return,turnover,transaction_cost,realized_return
2003-02-28,2001-02-28,2003-01-31,F0101,0.20600696082368652,0.9166666666666666,0.23881205512027096,0.55,0.0011,0.23771205512027097
2003-03-31,2001-03-31,2003-02-28,F0846,0.1940542531610483,1.0,0.23769608615759524,0.85,0.0017,0.23599608615759524
2003-04-30,2001-04-30,2003-03-31,F0825,0.10171685394280927,0.75,0.07452558911978704,0.35,0.0007,0.07382558911978704
2003-05-31,2001-05-31,2003-04-30,F0825,0.09704745596179665,0.75,0.07183493624674078,0.5,0.001,0.07083493624674078
2003-06-30,2001-06-30,2003-05-31,F0130,0.09435952976164907,0.875,0.1330782364998251,0.4,0.0008,0.1322782364998251
2003-07-31,2001-07-31,2003-06-30,F0204,0.1006673147660746,0.7916666666666666,0.22940228946617042,0.4,0.0008,0.22860228946617042
2003-08-31,2001-08-31,2003-07-31,F0204,0.10459651359326383,0.7916666666666666,0.20314152330688037,0.55,0.0011,0.20204152330688038
2003-09-30,2001-09-30,2003-08-31,F0204,0.11536622601053437,0.8333333333333334,0.09591705580039858,0.6,0.0012,0.09471705580039858
2003-10-31,2001-10-31,2003-09-30,F0130,0.11744380126645382,0.9583333333333334,0.08333253931840537,0.55,0.0011,0.08223253931840536
2003-11-30,2001-11-30,2003-10-31,F0058,0.12125887217404174,0.9583333333333334,0.057688461248570896,0.65,0.0013,0.056388461248570894
2003-12-31,2001-12-31,2003-11-30,F0058,0.12328848949761273,0.9583333333333334,-0.06907317963894866,0.55,0.0011,-0.07017317963894866
2004-01-31,2002-01-31,2003-12-31,F0058,0.11630093338849212,0.9166666666666666,0.008299948528834733,0.65,0.0013,0.006999948528834733
2004-02-29,2002-02-28,2004-01-31,F0622,0.1110066354041983,1.0,0.3336260333478451,0.19999999999999996,0.0003999999999999999,0.33322603334784506
2004-03-31,2002-03-31,2004-02-29,F0622,0.10029273134788452,1.0,0.03902594973713803,0.44999999999999996,0.0009,0.03812594973713803
2004-04-30,2002-04-30,2004-03-31,F0622,0.09658413866007143,1.0,-0.007814878795537971,0.55,0.0011,-0.008914878795537972
2004-05-31,2002-05-31,2004-04-30,F0622,0.09193575307208746,0.9583333333333334,0.0645816344025514,0.55,0.0011,0.06348163440255139
2004-06-30,2002-06-30,2004-05-31,F0622,0.09362608043988008,0.9583333333333334,-0.010789129211553672,0.44999999999999996,0.0009,-0.011689129211553672
2004-07-31,2002-07-31,2004-06-30,F0622,0.0924486459326943,0.9166666666666666,-0.0017893484066695332,0.35,0.0007,-0.0024893484066695333
2004-08-31,2002-08-31,2004-07-31,F0622,0.08918875728190567,0.875,0.013095941810186357,0.5,0.001,0.012095941810186358
2004-09-30,2002-09-30,2004-08-31,F0622,0.08926725768274091,0.875,-0.003648681058864456,0.65,0.0013,-0.004948681058864456
2004-10-31,2002-10-31,2004-09-30,F0527,0.10039350159361238,0.875,-0.004556804005528536,0.25,0.0005,-0.005056804005528536
2004-11-30,2002-11-30,2004-10-31,F0527,0.09864312050229929,0.8333333333333334,-0.02040318590606442,0.19999999999999996,0.0003999999999999999,-0.02080318590606442
2004-12-31,2002-12-31,2004-11-30,F0527,0.09615490615165889,0.7916666666666666,0.004089419833535346,0.19999999999999996,0.0003999999999999999,0.0036894198335353464
2005-01-31,2003-01-31,2004-12-31,F0527,0.09503741233803176,0.7916666666666666,0.25797763920478445,0.19999999999999996,0.0003999999999999999,0.25757763920478444
2005-02-28,2003-02-28,2005-01-31,F0527,0.10549257889660923,0.7916666666666666,0.004685407346266474,0.35,0.0007,0.003985407346266474
2005-03-31,2003-03-31,2005-02-28,F0527,0.09092238763801519,0.7916666666666666,-0.016898533424545104,0.4,0.0008,-0.017698533424545103
2005-04-30,2003-04-30,2005-03-31,F0816,0.08315555638864502,0.7083333333333334,0.029047055980909665,0.7,0.0014,0.027647055980909666
2005-05-31,2003-05-31,2005-04-30,F0816,0.0827141129144755,0.7083333333333334,0.00199521817659542,0.8,0.0016,0.00039521817659542006
2005-06-30,2003-06-30,2005-05-31,F0816,0.07771161139949267,0.7083333333333334,0.005567699646666163,0.6,0.0012,0.004367699646666163
2005-07-31,2003-07-31,2005-06-30,F0816,0.07424111588395754,0.7083333333333334,0.012143286325085923,0.55,0.0011,0.011043286325085923
2005-08-31,2003-08-31,2005-07-31,F0816,0.06904845477863564,0.7083333333333334,-0.024734693798959477,0.85,0.0017,-0.026434693798959477
2005-09-30,2003-09-30,2005-08-31,F0386,0.07010662441457449,0.5833333333333334,-0.027093748915120747,0.30000000000000004,0.0006000000000000001,-0.027693748915120747
2005-10-31,2003-10-31,2005-09-30,F0386,0.06813062841642847,0.5416666666666666,0.06328959121440395,0.25,0.0005,0.06278959121440394
2005-11-30,2003-11-30,2005-10-31,F0118,0.07057160906725346,0.75,0.02735216420383716,0.6,0.0012,0.02615216420383716
2005-12-31,2003-12-31,2005-11-30,F0118,0.07225241168632879,0.7916666666666666,0.014251618198082383,0.55,0.0011,0.013151618198082382
2006-01-31,2004-01-31,2005-12-31,F0118,0.07192697906699386,0.7916666666666666,-0.004431677864676431,0.6,0.0012,-0.005631677864676431
2006-02-28,2004-02-29,2006-01-31,F0934,0.07055669788863295,0.875,0.6700880909426042,0.4,0.0008,0.6692880909426042
2006-03-31,2004-03-31,2006-02-28,F0275,0.0919222177794492,0.6666666666666666,-0.014495344889091715,0.6,0.0012,-0.015695344889091717
2006-04-30,2004-04-30,2006-03-31,F0275,0.09051557805043298,0.625,-0.029492266238875447,0.30000000000000004,0.0006000000000000001,-0.030092266238875447
2006-05-31,2004-05-31,2006-04-30,F0275,0.0689554061991211,0.5833333333333334,-0.023643638027345315,0.6,0.0012,-0.024843638027345315
2006-06-30,2004-06-30,2006-05-31,F0275,0.06486957686051653,0.5416666666666666,0.00951587384587882,0.7,0.0014,0.00811587384587882
2006-07-31,2004-07-31,2006-06-30,F0275,0.06555982119699855,0.5833333333333334,0.03598853573882502,0.8,0.0016,0.03438853573882502
2006-08-31,2004-08-31,2006-07-31,F0275,0.06732953457738255,0.625,0.02680411729800622,0.85,0.0017,0.02510411729800622
2006-09-30,2004-09-30,2006-08-31,F0275,0.06692529056061725,0.625,0.02394985720873582,0.75,0.0015,0.022449857208735817
2006-10-31,2004-10-31,2006-09-30,F0275,0.04791299802900295,0.625,-0.009516943162459412,0.5,0.001,-0.010516943162459411
2006-11-30,2004-11-30,2006-10-31,F0996,0.046211595921946014,0.7083333333333334,0.9473466885868733,0.6,0.0012,0.9461466885868733
2006-12-31,2004-12-31,2006-11-30,F0755,0.07665406139625008,0.75,0.18851920901541597,0.75,0.0015,0.18701920901541597
2007-01-31,2005-01-31,2006-12-31,F0150,0.08533082829593086,0.7083333333333334,0.03935904810319253,0.4,0.0008,0.03855904810319253
2007-02-28,2005-02-28,2007-01-31,F0150,0.07664397110485921,0.7083333333333334,0.011134713608904612,0.55,0.0011,0.010034713608904611
2007-03-31,2005-03-31,2007-02-28,F0150,0.0767550078951138,0.7083333333333334,0.023607944921599733,0.5,0.001,0.022607944921599732
2007-04-30,2005-04-30,2007-03-31,F0150,0.07836037529229056,0.75,0.01727310333211864,0.44999999999999996,0.0009,0.016373103332118638
2007-05-31,2005-05-31,2007-04-30,F0625,0.08025929144197552,0.7083333333333334,0.04697042142465952,0.8,0.0016,0.045370421424659524
2007-06-30,2005-06-30,2007-05-31,F0625,0.08142524181994482,0.7083333333333334,-0.0026784825241239984,0.8,0.0016,-0.004278482524123999
2007-07-31,2005-07-31,2007-06-30,F0755,0.0823036311894576,0.875,-0.034261419316276576,0.8,0.0016,-0.03586141931627657
2007-08-31,2005-08-31,2007-07-31,F0008,0.08455644857620515,0.7916666666666666,0.01805610828070899,0.44999999999999996,0.0009,0.017156108280708987
2007-09-30,2005-09-30,2007-08-31,F0275,0.07887900491281008,0.7083333333333334,0.0025152562716204917,0.8,0.0016,0.0009152562716204916
2007-10-31,2005-10-31,2007-09-30,F0008,0.08031680960163867,0.8333333333333334,0.006109497212855447,0.44999999999999996,0.0009,0.005209497212855447
2007-11-30,2005-11-30,2007-10-31,F0008,0.0806644173831883,0.875,0.03004269293756378,0.55,0.0011,0.02894269293756378
2007-12-31,2005-12-31,2007-11-30,F0008,0.08077744330669279,0.875,0.0328186596338295,0.35,0.0007,0.032118659633829504
2008-01-31,2006-01-31,2007-12-31,F0008,0.08020572202290199,0.875,0.03565346587044754,0.55,0.0011,0.034553465870447546
2008-02-29,2006-02-28,2008-01-31,F0008,0.08128318434533566,0.875,0.03841217752050495,0.5,0.001,0.03741217752050495
2008-03-31,2006-03-31,2008-02-29,F0008,0.059504260131909126,0.875,0.06492583758198199,0.30000000000000004,0.0006000000000000001,0.06432583758198199
2008-04-30,2006-04-30,2008-03-31,F0008,0.0606265055161499,0.875,-0.04289849628525154,0.35,0.0007,-0.04359849628525154
2008-05-31,2006-05-31,2008-04-30,F0008,0.05893164596889666,0.875,0.016578741865717284,0.5,0.001,0.015578741865717283
2008-06-30,2006-06-30,2008-05-31,F0008,0.05962466539153355,0.9166666666666666,0.02003460187722388,0.6,0.0012,0.01883460187722388
2008-07-31,2006-07-31,2008-06-30,F0008,0.06001463606058133,0.9166666666666666,0.09356438109901562,0.44999999999999996,0.0009,0.09266438109901562
2008-08-31,2006-08-31,2008-07-31,F0008,0.06285739419651137,0.9166666666666666,-0.002156697809921687,0.4,0.0008,-0.002956697809921687
2008-09-30,2006-09-30,2008-08-31,F0008,0.0632971384085359,0.9166666666666666,-0.0933945582067876,0.65,0.0013,-0.0946945582067876
2008-10-31,2006-10-31,2008-09-30,F0008,0.058370262021633756,0.875,0.009414604354258959,0.6,0.0012,0.00821460435425896
2008-11-30,2006-11-30,2008-10-31,F0008,0.05796988453452645,0.875,0.17199285838675288,0.44999999999999996,0.0009,0.17109285838675287
2008-12-31,2006-12-31,2008-11-30,F0008,0.0354031863639821,0.875,0.09969856082611946,0.44999999999999996,0.0009,0.09879856082611946
2009-01-31,2007-01-31,2008-12-31,F0008,0.031921239758315956,0.875,-0.039770484905556826,0.55,0.0011,-0.04087048490555682
2009-02-28,2007-02-28,2009-01-31,F0008,0.029326803010037095,0.8333333333333334,0.06792528301128443,0.5,0.001,0.06692528301128443
2009-03-31,2007-03-31,2009-02-28,F0119,0.03392863994175577,0.7916666666666666,0.139960152686673,0.75,0.0015,0.138460152686673
2009-04-30,2007-04-30,2009-03-31,F0119,0.03496364812943775,0.7916666666666666,0.07788231865494384,0.65,0.0013,0.07658231865494385
2009-05-31,2007-05-31,2009-04-30,F0882,0.036193595344008234,0.8333333333333334,0.005321603568113636,0.44999999999999996,0.0009,0.0044216035681136365
2009-06-30,2007-06-30,2009-05-31,F0676,0.03595023093451988,0.6666666666666666,0.04985973794413534,0.5,0.001,0.04885973794413534
2009-07-31,2007-07-31,2009-06-30,F0676,0.03617292639012959,0.6666666666666666,0.08432213506150978,0.5,0.001,0.08332213506150978
2009-08-31,2007-08-31,2009-07-31,F0676,0.03761295651522034,0.6666666666666666,0.1298617603026322,0.75,0.0015,0.1283617603026322
2009-09-30,2007-09-30,2009-08-31,F0676,0.0434437512471213,0.7083333333333334,0.00995787435738788,0.8,0.0016,0.00835787435738788
